Country,PopnF1960,PopnF1961,PopnF1962,PopnF1963,PopnF1964,PopnF1965,PopnF1966,PopnF1967,PopnF1968,PopnF1969,PopnF1970,PopnF1971,PopnF1972,PopnF1973,PopnF1974,PopnF1975,PopnF1976,PopnF1977,PopnF1978,PopnF1979,PopnF1980,PopnF1981,PopnF1982,PopnF1983,PopnF1984,PopnF1985,PopnF1986,PopnF1987,PopnF1988,PopnF1989,PopnF1990,PopnF1991,PopnF1992,PopnF1993,PopnF1994,PopnF1995,PopnF1996,PopnF1997,PopnF1998,PopnF1999,PopnF2000,PopnF2001,PopnF2002,PopnF2003,PopnF2004,PopnF2005,PopnF2006,PopnF2007,PopnF2008,PopnF2009,PopnF2010,PopnF2011,PopnF2012,PopnF2013,PopnF2014,PopnF2015,PopnM1960,PopnM1961,PopnM1962,PopnM1963,PopnM1964,PopnM1965,PopnM1966,PopnM1967,PopnM1968,PopnM1969,PopnM1970,PopnM1971,PopnM1972,PopnM1973,PopnM1974,PopnM1975,PopnM1976,PopnM1977,PopnM1978,PopnM1979,PopnM1980,PopnM1981,PopnM1982,PopnM1983,PopnM1984,PopnM1985,PopnM1986,PopnM1987,PopnM1988,PopnM1989,PopnM1990,PopnM1991,PopnM1992,PopnM1993,PopnM1994,PopnM1995,PopnM1996,PopnM1997,PopnM1998,PopnM1999,PopnM2000,PopnM2001,PopnM2002,PopnM2003,PopnM2004,PopnM2005,PopnM2006,PopnM2007,PopnM2008,PopnM2009,PopnM2010,PopnM2011,PopnM2012,PopnM2013,PopnM2014,PopnM2015
Mongolia,485667,499186,513907,529558,545749,562195,578776,595569,612720,630468,648968,668273,688277,708791,729548,750364,771177,792059,813119,834529,856420,878570,900908,923872,948053,973730,1001259,1030105,1058569,1084362,1105887,1122551,1134957,1144205,1151973,1159570,1167314,1175080,1183223,1192053,1201824,1212804,1225141,1238795,1253620,1269518,1286419,1304396,1323635,1344386,1366760,1390822,1416308,1442588,1468823,1494375,469847,482994,497421,512825,528768,544930,561184,577617,594388,611745,629857,648776,668392,688514,708875,729286,749688,770153,790789,811762,833202,854909,876819,899343,923034,948155,975052,1003240,1031147,1056644,1078258,1095369,1108549,1118999,1128522,1138468,1149257,1160614,1172365,1184112,1195614,1206925,1218362,1230250,1243001,1256929,1272065,1288380,1306031,1325186,1345897,1368252,1392031,1416586,1441048,1464759
Montenegro,246602,251481,256755,261777,265666,267849,268002,266474,264190,262459,262208,263787,266884,270947,275125,278797,281766,284233,286451,288827,291622,294959,298643,302245,305171,307022,307603,307108,306002,304958,304454,304676,305463,306537,307466,307950,307897,307453,306823,306316,306145,307777,309424,311034,311850,312423,312746,312959,313203,313557,313869,314013,314151,314379,314623,314738,233977,239659,245803,251632,256087,258478,258417,256322,253291,250881,250199,251662,254901,259273,263777,267690,270796,273343,275614,278061,280986,284486,288358,292261,295713,298376,300108,301036,301411,301613,301918,302429,303053,303633,303923,303762,303106,302067,300839,299685,298805,299612,300404,301233,301503,301838,302279,302916,303766,304737,305559,306066,306450,306828,307187,307421
Morocco,6185599,6388557,6597651,6808568,7015605,7214719,7404602,7586541,7762401,7935225,8107603,8279818,8452190,8627474,8809030,8999339,9199128,9408071,9626137,9852877,10087554,10330627,10581193,10835409,11088224,11335959,11576482,11810398,12040106,12269437,12500904,12735134,12970285,13203440,13430546,13648628,13857319,14057424,14248679,14431076,14605066,14770472,14928538,15082992,15238717,15399502,15566254,15738875,15918784,16107288,16304942,16512813,16729855,16951778,17172697,17388247,6142935,6324486,6503192,6679949,6856383,7033707,7212475,7392364,7572772,7752771,7931997,8110131,8288335,8469529,8657576,8855275,9063238,9280711,9507325,9742215,9984348,10233732,10489454,10748337,11006292,11260174,11508249,11750427,11987224,12219917,12449224,12675044,12896160,13110899,13317114,13513261,13699573,13876590,14043620,14199897,14345487,14480511,14607053,14729693,14854392,14985977,15125180,15272447,15431760,15607670,15802797,16019151,16254335,16500908,16748506,16989264
Mozambique,3832360,3908903,3988495,4071082,4156580,4244958,4336506,4431398,4529382,4630089,4733445,4838361,4945305,5057542,5179486,5313778,5461248,5619292,5782780,5944648,6099290,6248544,6393017,6524886,6634235,6716109,6763566,6784098,6804740,6862301,6982155,7176134,7434010,7731961,8034712,8316789,8570556,8804202,9027105,9254717,9498269,9759715,10034771,10321214,10615133,10913771,11216717,11525423,11841125,12165637,12500201,12845383,13200591,13564527,13935313,14311663,3660918,3734387,3810901,3890376,3972688,4057778,4145867,4237131,4331441,4428602,4528633,4630475,4734448,4843510,4961661,5091222,5232440,5382617,5537323,5690526,5837089,5979964,6118847,6241973,6334100,6386873,6391705,6358418,6319545,6319640,6389816,6543719,6769977,7043916,7328353,7596312,7840221,8068694,8290271,8519349,8766267,9032642,9313944,9607282,9908026,10212905,10521143,10834214,11153742,11482178,11821256,12171538,12532337,12902653,13280963,13666200
Myanmar,10973835,11224683,11480331,11743257,12016897,12303604,12604353,12918089,13242651,13574855,13912360,14254297,14601226,14953923,15313730,15681510,16056317,16437168,16824729,17219966,17622904,18033443,18449190,18864979,19274108,19671326,20055962,20428083,20784356,21121115,21436622,21727365,21995954,22254294,22518696,22800329,23104124,23425204,23752850,24071285,24368973,24643679,24898829,25135497,25356387,25564208,25758329,25939795,26115275,26293450,26480739,26679547,26888901,27107528,27332720,27562170,10512589,10736911,10966359,11204029,11454266,11720036,12002510,12300286,12610597,12929392,13253685,13582351,13916063,14255763,14603097,14959125,15322991,15693528,16071010,16455869,16847790,17246464,17649718,18053001,18450473,18837495,19213181,19577286,19926816,20258520,20570687,20860664,21130306,21388017,21645413,21910602,22186764,22470787,22756736,23035638,23300818,23552005,23791123,24016461,24226364,24420496,24597230,24759019,24914731,25076275,25252274,25445864,25654940,25876301,26104439,26334984
Namibia,305088,312583,320389,328504,336919,345638,354617,363879,373570,383885,394941,406842,419485,432528,445496,458063,470226,482159,493950,505750,517751,529770,541990,555395,571281,590489,613489,639792,668089,696515,723713,749076,772922,795914,819129,843266,868652,894775,920514,944319,965154,982648,997375,1010425,1023367,1037407,1052813,1069444,1087596,1107505,1129295,1153191,1179105,1206426,1234289,1262042,297457,304699,312269,320164,328378,336915,345699,354743,364232,374420,385445,397467,410321,423437,436034,447584,458002,467575,476619,485615,495010,504676,514768,526345,540763,558900,581280,607394,635790,664406,691734,717076,740767,763566,786699,810948,836697,863322,889406,913001,932799,948357,960374,970106,979378,989619,1001102,1013730,1028107,1044852,1064348,1086970,1112540,1140166,1168569,1196788
Nepal,5048424,5126557,5207790,5292864,5382537,5477345,5577858,5684088,5795291,5910328,6028415,6149418,6273774,6401959,6534677,6672493,6815562,6963912,7117832,7277630,7443542,7615543,7793638,7978081,8169171,8367001,8572007,8783847,9000903,9220987,9442660,9663653,9884434,10109449,10344968,10594604,10861039,11140369,11421641,11689877,11934580,12151442,12344218,12520427,12691529,12866007,13045755,13228518,13413695,13599557,13784734,13969756,14155165,14339464,14520631,14697228,5008521,5088596,5169271,5251722,5337451,5427661,5522814,5623051,5728841,5840586,5958559,6083036,6214011,6351069,6493571,6640994,6793108,6949863,7111109,7276726,7446538,7621759,7802374,7985665,8167946,8347334,8519952,8688291,8864335,9064447,9299028,9573669,9881136,10203238,10514453,10796301,11041495,11254878,11444855,11625176,11805565,11989499,12172751,12348473,12506601,12640840,12748589,12835101,12911488,12993109,13091176,13209481,13345350,13495517,13654093,13816472
Netherlands,5765832,5841091,5923302,6001828,6080751,6163100,6242630,6312611,6377789,6451960,6533015,6612592,6681992,6740335,6796642,6861078,6918950,6964225,7011452,7064556,7125523,7179716,7218017,7250614,7284124,7322070,7365866,7414996,7464503,7510109,7562013,7621131,7677607,7729599,7774699,7811901,7847194,7887258,7935909,7988896,8046199,8107126,8158984,8197462,8225795,8244703,8257510,8274888,8306207,8347468,8388058,8424082,8451386,8471983,8498161,8531855,5720799,5797621,5882387,5964138,6046369,6131632,6213621,6285590,6351932,6426024,6505511,6581905,6646601,6698987,6748414,6805257,6855087,6891960,6930248,6973714,7024277,7067492,7094673,7116456,7140087,7169562,7206412,7250041,7295591,7338798,7389497,7448667,7506559,7560769,7608139,7647105,7683304,7723392,7771300,7823192,7879314,7939054,7989945,8027840,8055984,8075165,8088591,8106808,8139386,8182920,8227336,8268992,8303576,8332449,8366847,8408068
New Caledonia,37353,38400,39453,40562,41730,42910,44390,45885,47390,49608,53491,57364,60031,61506,62764,63578,64428,65550,66451,67113,68029,69443,71066,72650,74190,75633,77101,78668,80213,81787,83713,85847,87954,90197,92622,94787,96731,98780,100877,103034,105240,107500,109807,111759,113374,114870,116724,117961,119643,120877,123208,125184,127768,129940,132626,135290,41647,42800,43947,45138,46370,47590,49110,50615,52110,54392,58509,62636,65469,66994,68236,68922,69572,70450,71049,71387,72021,73207,74634,76050,77460,78817,80249,81832,83437,85111,87186,89515,91845,94299,96860,99029,100833,102638,104402,106180,107990,109824,111683,113241,114626,116130,118276,120039,122357,124123,126792,128816,131232,133060,135374,137710
New Zealand,1179678,1203922,1235318,1260537,1287776,1309917,1334516,1359649,1372787,1386209,1406071,1427931,1453934,1483124,1514889,1545326,1559944,1565871,1567550,1562610,1565697,1572734,1589347,1612069,1627297,1638975,1640634,1657279,1664288,1674270,1690964,1775103,1793066,1812641,1836178,1863246,1893777,1920258,1939254,1951399,1964585,1977640,2013568,2054655,2085877,2109436,2134472,2153033,2169834,2190618,2215056,2233129,2247480,2267363,2304202,2349749,1192122,1215778,1246682,1271263,1297624,1318483,1341384,1364451,1375313,1386591,1404629,1425069,1449966,1478176,1508811,1537774,1550556,1554329,1553650,1546390,1547203,1552166,1566753,1587231,1599803,1608125,1605666,1617121,1619112,1624930,1638836,1719997,1738634,1759559,1783822,1810154,1838223,1861042,1875746,1883701,1893115,1902860,1934932,1972545,2001623,2024464,2050128,2070767,2089966,2111982,2135644,2150871,2160620,2174737,2205498,2245951
Nicaragua,888966,916484,944233,972446,1001466,1031554,1062792,1095143,1128621,1163203,1198883,1235629,1273477,1312562,1353057,1395055,1438567,1483444,1529408,1576083,1623158,1670565,1718253,1765949,1813344,1860232,1906365,1951798,1996999,2042643,2089168,2136729,2185023,2233466,2281234,2327712,2372768,2416517,2458909,2499953,2539704,2578040,2615048,2651257,2687384,2723935,2761153,2798888,2836770,2874232,2910869,2946568,2981494,3015855,3049968,3084059,885730,913916,942327,971145,1000653,1031079,1062441,1094737,1128158,1162933,1199212,1237027,1276302,1316941,1358790,1401693,1445589,1490361,1535710,1581273,1626752,1672101,1717274,1761986,1805908,1848859,1890549,1931142,1971454,2012619,2055396,2100076,2146250,2193111,2239493,2284517,2328009,2370124,2410718,2449708,2487088,2522710,2556688,2589619,2622319,2655392,2689064,2723231,2757754,2792363,2826853,2861219,2895540,2929791,2963945,2997973
Niger,1789037,1835410,1883844,1933896,1984925,2036502,2088503,2141178,2194925,2250317,2307800,2367550,2429547,2493808,2560289,2628989,2700032,2773579,2849716,2928526,3010118,3094683,3182413,3273435,3367867,3465890,3567683,3673575,3784095,3899880,4021471,4149238,4283397,4424161,4571680,4726142,4887867,5057188,5234328,5419491,5612929,5815175,6026667,6247483,6477605,6717275,6966593,7226436,7498772,7786106,8090309,8412440,8752394,9109439,9482251,9869965,1606175,1658226,1712769,1769263,1826888,1885079,1943707,2003060,2063490,2125520,2189555,2255571,2323507,2393676,2466455,2542040,2620837,2702627,2786238,2870058,2953041,3035079,3116930,3199536,3284243,3372280,3463992,3559907,3661693,3771353,3890413,4019596,4158933,4308339,4467408,4635770,4813863,5001772,5198329,5401943,5611594,5827133,6049324,6279242,6518407,6768161,7028937,7301195,7586358,7886088,8201681,8534045,8883388,9249424,9631477,10029155
Nigeria,22607614,23067404,23547220,24045062,24558050,25084618,25625403,26182928,26760024,27360411,27987753,28640396,29320178,30038167,30808628,31640397,32539871,33500711,34503300,35520171,36531759,37530380,38522261,39518750,40537585,41591588,42684187,43810846,44967052,46145484,47341124,48553919,49786995,51042380,52323042,53631778,54970342,56340345,57744480,59185740,60667141,62190149,63757311,65373969,67046458,68779527,70574563,72431259,74350228,76331455,78374057,80479209,82644810,84862520,87121283,89413012,22604e3,23076750,23570639,24083398,24611769,25153951,25710972,26285665,26880523,27498790,28144091,28813338,29509141,30247286,31048395,31925201,32887105,33924724,35008933,36099045,37166337,38199192,39207541,40210561,41237630,42309982,43433856,44602071,45806561,47034271,48276221,49531517,50805463,52102713,53430046,54793044,56194309,57634710,59116211,60640491,62209582,63824786,65488972,67207515,68986863,70831776,72743448,74721243,76765455,78875690,81050685,83291460,85595593,87953997,90354703,92788950
North America,99953423,101710912,103375562,104977341,106564074,108038462,109453492,110822469,112097427,113327654,114752320,116286552,117626080,118859217,120080261,121423396,122698171,124047450,125456118,126917791,128241867,129569806,130849900,132054849,133204264,134389742,135650814,136931595,138237021,139656207,141266529,143121798,145031359,146844616,148531411,150169183,151825819,153554755,155223651,156885013,158528121,160036778,161457867,162814461,164289891,165779687,167327182,168907326,170515900,172036426,173488614,174801899,176143739,177449196,178831466,180201451,98670986,100296588,101823038,103276359,104698826,105992638,107205508,108353531,109405573,110431346,111678680,113074583,114317751,115472991,116601226,117811604,118908029,120040950,121218482,122468009,123630803,124851244,126071549,127249081,128379159,129533156,130743568,131965254,133215326,134600634,136206797,138089905,140060833,141966704,143765815,145522563,147300210,149149942,150939192,152715472,154465823,156076581,157592238,159032797,160574147,162113066,163687758,165276697,166889112,168429310,169928647,171324302,172774227,174198651,175685638,177131214
Norway,1797174,1811370,1825925,1839816,1853912,1868645,1884016,1900344,1916957,1933229,1947900,1962148,1977729,1992140,2005132,2016925,2027204,2036667,2045408,2053396,2061053,2069258,2078002,2085970,2092782,2099744,2107655,2117701,2129111,2137857,2145199,2155486,2168036,2181021,2193391,2204532,2215206,2226495,2238939,2253554,2267647,2278837,2291008,2304182,2316962,2331059,2347255,2368243,2393920,2419947,2445820,2473197,2501291,2527380,2552346,2575876,1784065,1798430,1812993,1826721,1840427,1854523,1868996,1884195,1899529,1914478,1927863,1940891,1955275,1968472,1980126,1990388,1998948,2006538,2013263,2019121,2024567,2030444,2036785,2042462,2047317,2052772,2059699,2069204,2080377,2089044,2096274,2106246,2118365,2130970,2143222,2154652,2166130,2178662,2192525,2208359,2223320,2234914,2247151,2260673,2274948,2292232,2313422,2340910,2374292,2408779,2443432,2479891,2517282,2552243,2584886,2614363
OECD members,403032349,409194779,414641439,420070147,425498422,430787396,435852545,440747912,445199608,450555498,455383698,460521794,465751182,470526342,475852102,480953719,485339608,489860976,494407915,499023624,503561859,508018241,512238830,516258710,520098167,523971955,528001693,532004191,536069670,540375822,544948829,549806300,554719802,559395317,563824439,568173106,572422571,576658286,580731756,584796283,588750788,592850382,596964795,601086895,605252773,609448217,613837309,618393245,623199922,627624845,631755780,634999297,638956057,643073088,647252738,651288843,385736783,391895408,397395539,402877796,408324168,413566531,418508968,423219443,427470352,432617973,437349999,442480620,447754238,452615691,457966583,463004185,467232041,471492791,475714907,479995227,484234558,488443995,492469459,496335731,500047635,503801571,507714574,511619137,515602537,519842827,524369944,529203239,534117082,538826148,543316862,547741979,552081273,556414906,560592363,564757859,568814468,572999009,577185121,581360937,585556135,589752827,594109152,598596044,603320095,607685612,611794464,615083345,619085195,623255843,627499683,631612110
Oman,278458,285632,293165,301056,309301,317911,326943,336457,346481,357042,368196,379949,392419,405914,420823,437432,455717,475596,497198,520664,545991,573260,602149,631742,660831,688514,714477,738831,761637,783113,803467,822690,840815,858181,875225,892321,909435,926638,944515,963793,984900,1008882,1035521,1062511,1086646,1106035,1118763,1126554,1135495,1153972,1187562,1238949,1305125,1378992,1450374,1511914,273279,279263,285660,292448,299588,307096,315062,323660,333112,343687,355654,369022,383960,401075,421124,444612,471722,502210,535601,571191,608384,647288,687858,729179,770095,809902,847016,881742,917452,958852,1008692,1069655,1139099,1208083,1264314,1299543,1310333,1300958,1280407,1261688,1254503,1263665,1287682,1322564,1361548,1400856,1434613,1467196,1516786,1608101,1756185,1971054,2240067,2527920,2785683,2978627
Other small states,4731318,4815269,4900610,4987344,5077008,5168929,5262010,5356557,5455349,5557801,5664147,5775850,5890822,6007549,6126338,6248536,6371818,6497738,6626680,6763284,6908043,7060168,7220960,7386475,7558349,7740268,7931194,8130052,8330919,8529450,8717380,8904280,9072386,9231205,9391575,9554972,9721887,9891923,10065638,10245282,10432185,10604141,10775145,10948016,11128285,11320799,11526554,11745367,11973385,12198639,12433517,12672788,12919440,13169718,13419409,13667189,4459236,4543846,4630059,4718052,4809189,4902937,4998406,5095906,5197807,5303717,5414020,5530285,5650732,5773538,5898426,6026365,6154912,6285814,6420418,6564624,6719658,6884738,7060732,7243876,7435610,7639007,7853399,8077284,8302599,8522159,8725702,8922877,9097522,9259518,9419901,9582042,9747518,9916929,10092603,10277987,10475380,10663374,10855657,11064927,11309620,11602124,11949254,12343378,12759135,13155088,13522790,13848859,14142710,14411583,14668788,14925999
